run_id,date,plant,production_line,machine_id,product_id,shift,planned_minutes,operating_minutes,ideal_cycle_time_seconds,planned_units,actual_units,good_units,scrap_units,rework_units,operator_team
RUN-00197,2025-01-25,South Plant,Line C,M-202,P-500,Night,425.2,389.8,39.0,654.2,549.5,526.4,13.2,9.9,Team A
RUN-00198,2025-01-25,South Plant,Line D,M-203,P-400,Day,409.8,366.7,48.0,512.2,467.7,452.7,8.9,6.1,Team D
RUN-00199,2025-01-25,West Plant,Line E,M-301,P-300,Day,415.8,395.2,36.0,692.9,619.5,596.3,14.7,8.6,Team A
RUN-00200,2025-01-25,West Plant,Line E,M-302,P-300,Day,464.2,423.3,36.0,773.6,716.1,692.1,14.3,9.7,Team C
RUN-00201,2025-01-26,North Plant,Line A,M-101,P-400,Swing,358.8,330.6,48.0,448.5,380.4,365.9,9.1,5.3,Team D
RUN-00202,2025-01-26,North Plant,Line A,M-102,P-400,Night,363.8,338.3,48.0,454.8,401.4,386.5,7.9,7.0,Team A
RUN-00203,2025-01-26,North Plant,Line B,M-103,P-300,Night,400.7,382.1,36.0,667.8,561.9,538.9,13.1,9.9,Team C
RUN-00204,2025-01-26,South Plant,Line C,M-201,P-500,Day,415.6,385.0,39.0,639.4,593.8,574.5,11.5,7.8,Team C
RUN-00205,2025-01-26,South Plant,Line C,M-202,P-500,Swing,453.0,399.1,39.0,696.8,602.6,579.7,14.5,8.4,Team D
RUN-00206,2025-01-26,South Plant,Line D,M-203,P-300,Swing,420.1,386.6,36.0,700.2,615.0,595.3,11.7,8.0,Team B
RUN-00207,2025-01-26,West Plant,Line E,M-301,P-500,Swing,435.2,375.9,39.0,669.5,573.5,552.0,13.6,7.9,Team C
RUN-00208,2025-01-26,West Plant,Line E,M-302,P-600,Night,378.2,323.6,51.0,444.9,387.7,373.2,7.8,6.8,Team D
RUN-00209,2025-01-27,North Plant,Line A,M-101,P-500,Day,444.8,422.2,39.0,684.3,616.6,593.1,14.8,8.6,Team A
RUN-00210,2025-01-27,North Plant,Line A,M-102,P-600,Day,335.7,306.5,51.0,394.9,371.2,359.0,7.3,4.9,Team C
RUN-00211,2025-01-27,North Plant,Line B,M-103,P-200,Day,461.8,410.1,55.0,503.8,462.9,445.8,10.8,6.3,Team C
RUN-00212,2025-01-27,South Plant,Line C,M-201,P-400,Swing,398.9,364.3,48.0,498.6,450.5,435.9,8.7,5.9,Team A
RUN-00213,2025-01-27,South Plant,Line C,M-202,P-200,Swing,447.1,404.8,55.0,487.7,416.2,400.4,10.0,5.8,Team D
RUN-00214,2025-01-27,South Plant,Line D,M-203,P-300,Swing,389.5,369.8,36.0,649.2,573.8,555.4,10.9,7.5,Team C
RUN-00215,2025-01-27,West Plant,Line E,M-301,P-200,Night,437.5,407.6,55.0,477.3,407.4,390.5,9.6,7.3,Team D
RUN-00216,2025-01-27,West Plant,Line E,M-302,P-100,Night,364.9,334.8,42.0,521.3,446.4,429.7,8.9,7.8,Team B
RUN-00217,2025-01-28,North Plant,Line A,M-101,P-200,Day,437.8,379.2,55.0,477.6,425.7,409.5,10.2,6.0,Team B
RUN-00218,2025-01-28,North Plant,Line A,M-102,P-200,Night,394.2,347.1,55.0,430.1,366.1,352.5,7.2,6.3,Team D
RUN-00219,2025-01-28,North Plant,Line B,M-103,P-100,Night,416.9,356.0,42.0,595.6,510.9,489.9,11.9,9.0,Team D
RUN-00220,2025-01-28,South Plant,Line C,M-201,P-300,Day,383.5,341.6,36.0,639.1,583.7,564.7,11.3,7.7,Team D
RUN-00221,2025-01-28,South Plant,Line C,M-202,P-600,Swing,477.4,408.9,51.0,561.7,474.3,456.3,11.4,6.6,Team D
RUN-00222,2025-01-28,South Plant,Line D,M-203,P-200,Night,424.4,362.2,55.0,463.0,407.8,393.1,7.7,6.9,Team B
RUN-00223,2025-01-28,West Plant,Line E,M-301,P-400,Night,408.9,368.1,48.0,511.2,432.9,415.0,10.2,7.7,Team A
RUN-00224,2025-01-28,West Plant,Line E,M-302,P-500,Swing,393.8,355.2,39.0,605.8,546.2,527.9,10.9,7.4,Team C
RUN-00225,2025-01-29,North Plant,Line A,M-101,P-500,Day,458.9,410.9,39.0,706.1,627.0,603.2,15.0,8.8,Team C
RUN-00226,2025-01-29,North Plant,Line A,M-102,P-200,Swing,440.8,411.9,55.0,480.9,423.9,409.9,8.3,5.7,Team A
RUN-00227,2025-01-29,North Plant,Line B,M-103,P-600,Night,472.1,439.0,51.0,555.5,467.8,448.6,10.9,8.3,Team D
RUN-00228,2025-01-29,South Plant,Line C,M-201,P-200,Night,410.4,388.0,55.0,447.7,384.6,370.6,7.4,6.6,Team B
RUN-00229,2025-01-29,South Plant,Line C,M-202,P-200,Day,434.1,367.4,55.0,473.5,416.2,400.4,10.0,5.8,Team A
RUN-00230,2025-01-29,South Plant,Line D,M-203,P-100,Day,410.6,377.0,42.0,586.5,534.9,517.8,10.2,7.0,Team B
RUN-00231,2025-01-29,West Plant,Line E,M-301,P-300,Night,410.2,385.1,36.0,683.7,586.4,562.0,13.9,10.5,Team A
RUN-00232,2025-01-29,West Plant,Line E,M-302,P-300,Swing,475.3,441.3,36.0,792.1,696.9,673.5,13.9,9.4,Team D
RUN-00233,2025-01-30,North Plant,Line A,M-101,P-200,Day,416.4,373.0,55.0,454.3,410.6,395.0,9.9,5.7,Team D
RUN-00234,2025-01-30,North Plant,Line A,M-102,P-300,Day,398.3,340.2,36.0,663.8,618.9,598.5,12.2,8.3,Team A
RUN-00235,2025-01-30,North Plant,Line B,M-103,P-300,Day,460.8,409.1,36.0,767.9,701.3,675.3,16.4,9.6,Team A
RUN-00236,2025-01-30,South Plant,Line C,M-201,P-600,Night,397.5,352.7,51.0,467.7,406.9,392.0,7.9,7.0,Team A
RUN-00237,2025-01-30,South Plant,Line C,M-202,P-600,Night,322.0,279.0,51.0,378.8,314.9,301.7,7.6,5.7,Team D
RUN-00238,2025-01-30,South Plant,Line D,M-203,P-600,Swing,359.7,325.9,51.0,423.2,379.0,366.9,7.2,4.9,Team B
RUN-00239,2025-01-30,West Plant,Line E,M-301,P-300,Night,403.5,368.1,36.0,672.6,558.0,534.8,13.2,10.0,Team C
RUN-00240,2025-01-30,West Plant,Line E,M-302,P-400,Swing,380.1,357.0,48.0,475.1,424.2,410.0,8.5,5.7,Team B
RUN-00241,2025-01-31,North Plant,Line A,M-101,P-100,Swing,434.6,381.5,42.0,620.9,534.2,513.9,12.8,7.5,Team B
RUN-00242,2025-01-31,North Plant,Line A,M-102,P-400,Swing,445.3,385.4,48.0,556.6,483.6,467.6,9.5,6.4,Team C
RUN-00243,2025-01-31,North Plant,Line B,M-103,P-500,Night,444.5,398.5,39.0,683.9,589.4,565.2,13.8,10.4,Team C
RUN-00244,2025-01-31,South Plant,Line C,M-201,P-600,Swing,450.0,409.6,51.0,529.4,465.7,450.6,9.0,6.1,Team D
RUN-00245,2025-01-31,South Plant,Line C,M-202,P-200,Day,479.4,414.6,55.0,523.0,460.2,442.7,11.0,6.4,Team C
RUN-00246,2025-01-31,South Plant,Line D,M-203,P-400,Swing,415.9,365.4,48.0,519.9,471.2,456.1,9.0,6.1,Team A
RUN-00247,2025-01-31,West Plant,Line E,M-301,P-200,Day,511.3,466.9,55.0,557.7,496.0,477.4,11.7,6.9,Team A
RUN-00248,2025-01-31,West Plant,Line E,M-302,P-500,Day,391.5,333.9,39.0,602.2,544.8,526.5,10.9,7.4,Team D
RUN-00249,2025-02-01,North Plant,Line A,M-101,P-300,Day,372.2,346.3,36.0,620.3,562.9,541.5,13.5,7.9,Team C
RUN-00250,2025-02-01,North Plant,Line A,M-102,P-500,Night,451.3,400.8,39.0,694.3,591.7,569.8,11.7,10.3,Team C
RUN-00251,2025-02-01,North Plant,Line B,M-103,P-300,Day,442.4,380.6,36.0,737.3,672.6,647.7,15.7,9.2,Team D
RUN-00252,2025-02-01,South Plant,Line C,M-201,P-200,Night,423.5,385.4,55.0,462.0,400.9,386.3,7.8,6.9,Team B
RUN-00253,2025-02-01,South Plant,Line C,M-202,P-400,Day,444.7,419.8,48.0,555.9,489.3,470.7,11.7,6.9,Team B
RUN-00254,2025-02-01,South Plant,Line D,M-203,P-400,Swing,398.8,365.3,48.0,498.5,443.8,429.6,8.4,5.8,Team B
RUN-00255,2025-02-01,West Plant,Line E,M-301,P-500,Night,413.1,369.4,39.0,635.6,533.3,511.1,12.6,9.5,Team D
RUN-00256,2025-02-01,West Plant,Line E,M-302,P-300,Swing,432.1,379.6,36.0,720.1,637.5,616.1,12.8,8.6,Team B
RUN-00257,2025-02-02,North Plant,Line A,M-101,P-100,Day,489.6,453.7,42.0,699.4,617.2,593.7,14.8,8.6,Team B
RUN-00258,2025-02-02,North Plant,Line A,M-102,P-600,Day,402.1,350.2,51.0,473.1,441.1,426.5,8.7,5.9,Team A
RUN-00259,2025-02-02,North Plant,Line B,M-103,P-600,Night,446.0,377.5,51.0,524.7,448.0,429.7,10.5,7.9,Team D
RUN-00260,2025-02-02,South Plant,Line C,M-201,P-600,Night,434.9,365.6,51.0,511.7,447.4,431.0,8.7,7.7,Team B
RUN-00261,2025-02-02,South Plant,Line C,M-202,P-600,Day,434.5,403.8,51.0,511.2,448.5,431.5,10.8,6.3,Team C
RUN-00262,2025-02-02,South Plant,Line D,M-203,P-200,Night,451.8,422.2,55.0,492.9,422.4,407.2,8.0,7.2,Team B
RUN-00263,2025-02-02,West Plant,Line E,M-301,P-600,Day,500.1,436.3,51.0,588.4,529.6,509.7,12.5,7.3,Team D
RUN-00264,2025-02-02,West Plant,Line E,M-302,P-300,Day,334.8,320.0,36.0,558.1,513.8,496.6,10.3,6.9,Team D
RUN-00265,2025-02-03,North Plant,Line A,M-101,P-500,Night,373.7,353.3,39.0,574.9,486.0,465.5,11.7,8.7,Team D
RUN-00266,2025-02-03,North Plant,Line A,M-102,P-100,Day,444.6,403.5,42.0,635.1,585.6,566.2,11.5,7.8,Team A
RUN-00267,2025-02-03,North Plant,Line B,M-103,P-500,Night,469.3,417.7,39.0,722.0,609.0,584.1,14.2,10.8,Team C
RUN-00268,2025-02-03,South Plant,Line C,M-201,P-600,Day,393.0,344.4,51.0,462.3,424.4,410.6,8.2,5.6,Team D
RUN-00269,2025-02-03,South Plant,Line C,M-202,P-100,Night,435.0,401.5,42.0,621.5,522.5,500.6,12.5,9.4,Team A
RUN-00270,2025-02-03,South Plant,Line D,M-203,P-400,Day,419.1,354.1,48.0,523.9,489.2,473.6,9.3,6.4,Team C
RUN-00271,2025-02-03,West Plant,Line E,M-301,P-600,Swing,356.4,307.5,51.0,419.3,356.4,343.0,8.4,4.9,Team C
RUN-00272,2025-02-03,West Plant,Line E,M-302,P-200,Day,455.1,426.4,55.0,496.4,454.6,439.4,9.1,6.1,Team A
RUN-00273,2025-02-04,North Plant,Line A,M-101,P-200,Night,446.3,408.9,55.0,486.9,416.2,398.7,10.0,7.5,Team A
RUN-00274,2025-02-04,North Plant,Line A,M-102,P-100,Swing,437.6,419.7,42.0,625.1,554.9,536.6,10.9,7.4,Team B
RUN-00275,2025-02-04,North Plant,Line B,M-103,P-400,Night,390.7,370.5,48.0,488.4,410.8,394.0,9.6,7.3,Team A
RUN-00276,2025-02-04,South Plant,Line C,M-201,P-200,Day,368.3,312.0,55.0,401.8,366.3,354.4,7.1,4.8,Team D
RUN-00277,2025-02-04,South Plant,Line C,M-202,P-600,Night,405.0,367.7,51.0,476.4,408.0,390.8,9.8,7.3,Team A
RUN-00278,2025-02-04,South Plant,Line D,M-203,P-500,Day,456.7,400.6,39.0,702.5,665.4,644.1,12.7,8.7,Team B
RUN-00279,2025-02-04,West Plant,Line E,M-301,P-400,Day,374.9,354.0,48.0,468.7,413.7,398.2,9.8,5.7,Team B
RUN-00280,2025-02-04,West Plant,Line E,M-302,P-400,Swing,453.2,432.0,48.0,566.5,507.3,490.3,10.2,6.9,Team D
RUN-00281,2025-02-05,North Plant,Line A,M-101,P-600,Day,442.2,419.2,51.0,520.3,466.3,448.6,11.2,6.5,Team D
RUN-00282,2025-02-05,North Plant,Line A,M-102,P-300,Night,305.3,270.6,36.0,508.9,441.1,424.8,8.7,7.7,Team C
RUN-00283,2025-02-05,North Plant,Line B,M-103,P-200,Day,470.0,438.7,55.0,512.7,454.0,437.2,10.6,6.2,Team B
RUN-00284,2025-02-05,South Plant,Line C,M-201,P-200,Swing,479.1,411.5,55.0,522.6,456.2,441.3,8.8,6.0,Team D
RUN-00285,2025-02-05,South Plant,Line C,M-202,P-200,Day,444.1,422.9,55.0,484.5,433.7,417.2,10.4,6.1,Team D
RUN-00286,2025-02-05,South Plant,Line D,M-203,P-100,Night,407.0,345.0,42.0,581.5,501.4,483.4,9.5,8.5,Team A
RUN-00287,2025-02-05,West Plant,Line E,M-301,P-100,Day,430.2,393.7,42.0,614.6,552.6,531.8,13.1,7.7,Team C
RUN-00288,2025-02-05,West Plant,Line E,M-302,P-400,Day,509.2,485.7,48.0,636.5,593.9,573.9,11.9,8.0,Team D
RUN-00289,2025-02-06,North Plant,Line A,M-101,P-100,Day,509.2,485.5,42.0,727.4,649.1,624.4,15.6,9.1,Team A
RUN-00290,2025-02-06,North Plant,Line A,M-102,P-200,Day,411.6,361.6,55.0,449.0,409.0,395.4,8.1,5.5,Team D
RUN-00291,2025-02-06,North Plant,Line B,M-103,P-200,Swing,453.0,419.7,55.0,494.2,423.1,407.4,9.9,5.8,Team C
RUN-00292,2025-02-06,South Plant,Line C,M-201,P-500,Day,382.8,344.4,39.0,589.0,536.7,519.2,10.4,7.1,Team D
RUN-00293,2025-02-06,South Plant,Line C,M-202,P-100,Swing,402.4,361.5,42.0,574.9,504.1,484.9,12.1,7.1,Team C
RUN-00294,2025-02-06,South Plant,Line D,M-203,P-600,Swing,434.4,376.8,51.0,511.1,458.1,443.4,8.7,6.0,Team B
RUN-00295,2025-02-06,West Plant,Line E,M-301,P-400,Swing,513.0,486.2,48.0,641.3,552.4,531.7,13.1,7.6,Team A
RUN-00296,2025-02-06,West Plant,Line E,M-302,P-500,Swing,440.4,411.2,39.0,677.5,602.1,581.9,12.1,8.1,Team A
RUN-00297,2025-02-07,North Plant,Line A,M-101,P-300,Swing,512.0,451.4,36.0,853.3,737.4,709.4,17.7,10.3,Team C
RUN-00298,2025-02-07,North Plant,Line A,M-102,P-500,Swing,391.0,348.4,39.0,601.6,530.5,512.9,10.4,7.1,Team C
RUN-00299,2025-02-07,North Plant,Line B,M-103,P-300,Night,368.5,319.1,36.0,614.2,520.0,498.7,12.1,9.2,Team C
RUN-00300,2025-02-07,South Plant,Line C,M-201,P-300,Swing,465.0,432.3,36.0,775.0,693.1,670.5,13.4,9.1,Team A
RUN-00301,2025-02-07,South Plant,Line C,M-202,P-500,Night,503.8,432.6,39.0,775.1,664.8,636.9,16.0,12.0,Team B
RUN-00302,2025-02-07,South Plant,Line D,M-203,P-300,Day,442.5,412.1,36.0,737.6,696.2,673.9,13.2,9.1,Team B
RUN-00303,2025-02-07,West Plant,Line E,M-301,P-600,Swing,455.1,390.4,51.0,535.4,461.4,444.1,10.9,6.4,Team A
RUN-00304,2025-02-07,West Plant,Line E,M-302,P-200,Day,419.1,387.5,55.0,457.2,421.2,407.1,8.4,5.7,Team B
RUN-00305,2025-02-08,North Plant,Line A,M-101,P-300,Day,432.9,406.0,36.0,721.5,652.0,627.3,15.6,9.1,Team B
RUN-00306,2025-02-08,North Plant,Line A,M-102,P-300,Swing,395.0,340.2,36.0,658.4,580.3,561.1,11.4,7.7,Team D
RUN-00307,2025-02-08,North Plant,Line B,M-103,P-300,Swing,335.7,294.6,36.0,559.5,489.4,471.2,11.4,6.7,Team B
RUN-00308,2025-02-08,South Plant,Line C,M-201,P-300,Day,441.9,390.8,36.0,736.5,676.6,654.5,13.1,8.9,Team A
RUN-00309,2025-02-08,South Plant,Line C,M-202,P-400,Day,391.4,359.0,48.0,489.3,437.7,421.0,10.5,6.1,Team D
RUN-00310,2025-02-08,South Plant,Line D,M-203,P-400,Night,310.0,294.2,48.0,387.5,344.3,331.9,6.6,5.9,Team D
RUN-00311,2025-02-08,West Plant,Line E,M-301,P-300,Night,467.9,419.9,36.0,779.9,645.9,619.1,15.3,11.5,Team B
RUN-00312,2025-02-08,West Plant,Line E,M-302,P-300,Swing,432.4,406.6,36.0,720.6,637.9,616.5,12.8,8.6,Team B
RUN-00313,2025-02-09,North Plant,Line A,M-101,P-500,Day,450.0,431.7,39.0,692.3,628.1,604.2,15.1,8.8,Team A
RUN-00314,2025-02-09,North Plant,Line A,M-102,P-100,Night,453.6,395.6,42.0,648.0,560.5,539.7,11.0,9.7,Team D
RUN-00315,2025-02-09,North Plant,Line B,M-103,P-400,Swing,348.8,305.4,48.0,436.0,378.3,364.3,8.8,5.2,Team D
RUN-00316,2025-02-09,South Plant,Line C,M-201,P-200,Day,391.0,347.4,55.0,426.6,402.3,389.2,7.8,5.3,Team A
RUN-00317,2025-02-09,South Plant,Line C,M-202,P-100,Night,390.9,366.4,42.0,558.4,463.9,444.4,11.1,8.4,Team C
RUN-00318,2025-02-09,South Plant,Line D,M-203,P-600,Day,425.6,399.1,51.0,500.7,468.7,453.7,8.9,6.1,Team D
RUN-00319,2025-02-09,West Plant,Line E,M-301,P-600,Day,373.5,333.0,51.0,439.4,390.6,376.0,9.3,5.4,Team B
RUN-00320,2025-02-09,West Plant,Line E,M-302,P-500,Swing,411.2,364.1,39.0,632.6,565.0,546.0,11.3,7.6,Team B
RUN-00321,2025-02-10,North Plant,Line A,M-101,P-600,Night,421.2,404.0,51.0,495.5,418.4,400.9,10.0,7.5,Team A
RUN-00322,2025-02-10,North Plant,Line A,M-102,P-200,Day,413.9,352.1,55.0,451.5,421.9,407.9,8.3,5.6,Team A
RUN-00323,2025-02-10,North Plant,Line B,M-103,P-300,Day,326.2,281.7,36.0,543.7,483.7,465.8,11.3,6.6,Team C
RUN-00324,2025-02-10,South Plant,Line C,M-201,P-300,Swing,363.6,335.5,36.0,606.0,542.3,524.6,10.5,7.1,Team B
RUN-00325,2025-02-10,South Plant,Line C,M-202,P-100,Night,432.8,376.4,42.0,618.3,529.6,507.4,12.7,9.5,Team B
RUN-00326,2025-02-10,South Plant,Line D,M-203,P-100,Swing,465.3,402.1,42.0,664.7,592.8,573.8,11.3,7.7,Team D
RUN-00327,2025-02-10,West Plant,Line E,M-301,P-300,Day,440.3,417.8,36.0,733.9,666.8,641.7,15.8,9.2,Team B
RUN-00328,2025-02-10,West Plant,Line E,M-302,P-400,Night,409.9,351.0,48.0,512.4,438.9,422.4,8.8,7.7,Team B
RUN-00329,2025-02-11,North Plant,Line A,M-101,P-400,Night,520.0,461.7,48.0,650.0,555.1,531.7,13.3,10.0,Team B
RUN-00330,2025-02-11,North Plant,Line A,M-102,P-100,Day,421.9,365.0,42.0,602.7,562.5,543.9,11.1,7.5,Team A
RUN-00331,2025-02-11,North Plant,Line B,M-103,P-400,Night,326.2,276.0,48.0,407.8,342.0,327.9,8.0,6.0,Team D
RUN-00332,2025-02-11,South Plant,Line C,M-201,P-400,Night,386.8,330.8,48.0,483.5,425.8,410.3,8.2,7.3,Team B
RUN-00333,2025-02-11,South Plant,Line C,M-202,P-100,Night,349.4,330.2,42.0,499.1,419.3,401.7,10.1,7.5,Team D
RUN-00334,2025-02-11,South Plant,Line D,M-203,P-600,Swing,440.1,384.9,51.0,517.8,467.0,452.1,8.9,6.1,Team C
RUN-00335,2025-02-11,West Plant,Line E,M-301,P-600,Day,422.1,384.1,51.0,496.6,445.9,429.2,10.6,6.2,Team A
RUN-00336,2025-02-11,West Plant,Line E,M-302,P-500,Day,399.7,371.1,39.0,615.0,559.5,540.8,11.2,7.6,Team D
RUN-00337,2025-02-12,North Plant,Line A,M-101,P-200,Swing,357.3,341.3,55.0,389.8,339.1,326.2,8.1,4.7,Team C
RUN-00338,2025-02-12,North Plant,Line A,M-102,P-500,Swing,515.5,472.5,39.0,793.0,698.8,675.7,13.8,9.3,Team D
RUN-00339,2025-02-12,North Plant,Line B,M-103,P-100,Swing,392.2,370.6,42.0,560.2,483.2,465.3,11.3,6.6,Team D
RUN-00340,2025-02-12,South Plant,Line C,M-201,P-400,Day,416.4,393.9,48.0,520.5,491.5,475.5,9.5,6.5,Team D
RUN-00341,2025-02-12,South Plant,Line C,M-202,P-200,Day,355.4,326.6,55.0,387.7,348.4,335.1,8.4,4.9,Team D
RUN-00342,2025-02-12,South Plant,Line D,M-203,P-600,Night,360.0,326.7,51.0,423.5,373.6,360.2,7.1,6.4,Team A
RUN-00343,2025-02-12,West Plant,Line E,M-301,P-300,Swing,445.6,376.0,36.0,742.7,650.1,625.7,15.4,9.0,Team A
RUN-00344,2025-02-12,West Plant,Line E,M-302,P-300,Day,398.6,347.2,36.0,664.3,617.0,596.3,12.4,8.3,Team D
RUN-00345,2025-02-13,North Plant,Line A,M-101,P-200,Night,427.1,386.0,55.0,466.0,387.8,371.5,9.3,7.0,Team C
RUN-00346,2025-02-13,North Plant,Line A,M-102,P-500,Night,350.5,334.7,39.0,539.2,459.2,442.2,9.0,8.0,Team A
RUN-00347,2025-02-13,North Plant,Line B,M-103,P-100,Swing,327.0,293.4,42.0,467.1,404.9,389.9,9.5,5.5,Team C
RUN-00348,2025-02-13,South Plant,Line C,M-201,P-100,Swing,461.0,432.1,42.0,658.6,595.2,575.8,11.5,7.8,Team C
RUN-00349,2025-02-13,South Plant,Line C,M-202,P-600,Day,415.5,394.0,51.0,488.8,445.7,428.8,10.7,6.2,Team C
RUN-00350,2025-02-13,South Plant,Line D,M-203,P-500,Night,444.3,378.0,39.0,683.5,590.8,569.5,11.2,10.1,Team B
RUN-00351,2025-02-13,West Plant,Line E,M-301,P-300,Day,496.9,425.3,36.0,828.2,730.5,703.1,17.3,10.1,Team A
RUN-00352,2025-02-13,West Plant,Line E,M-302,P-500,Night,422.9,400.0,39.0,650.7,566.0,544.8,11.3,9.9,Team C
RUN-00353,2025-02-14,North Plant,Line A,M-101,P-300,Swing,362.3,319.4,36.0,603.9,517.9,498.3,12.4,7.3,Team C
RUN-00354,2025-02-14,North Plant,Line A,M-102,P-100,Swing,387.2,332.4,42.0,553.2,485.6,469.5,9.6,6.5,Team A
RUN-00355,2025-02-14,North Plant,Line B,M-103,P-500,Day,367.5,346.5,39.0,565.4,513.3,494.3,12.0,7.0,Team D
RUN-00356,2025-02-14,South Plant,Line C,M-201,P-600,Day,400.3,369.4,51.0,471.0,431.1,417.1,8.3,5.7,Team D
RUN-00357,2025-02-14,South Plant,Line C,M-202,P-100,Night,397.4,360.2,42.0,567.7,473.9,454.0,11.4,8.5,Team B
RUN-00358,2025-02-14,South Plant,Line D,M-203,P-300,Swing,378.8,349.7,36.0,631.3,555.3,537.5,10.6,7.2,Team C
RUN-00359,2025-02-14,West Plant,Line E,M-301,P-400,Swing,377.7,335.8,48.0,472.1,406.3,391.1,9.6,5.6,Team C
RUN-00360,2025-02-14,West Plant,Line E,M-302,P-600,Day,383.3,332.9,51.0,450.9,418.7,404.6,8.4,5.7,Team A
RUN-00361,2025-02-15,North Plant,Line A,M-101,P-300,Night,422.9,380.6,36.0,704.8,592.8,567.9,14.2,10.7,Team C
RUN-00362,2025-02-15,North Plant,Line A,M-102,P-500,Swing,366.1,334.0,39.0,563.3,499.9,483.4,9.8,6.7,Team D
RUN-00363,2025-02-15,North Plant,Line B,M-103,P-100,Swing,423.8,402.9,42.0,605.5,523.7,504.3,12.2,7.2,Team A
RUN-00364,2025-02-15,South Plant,Line C,M-201,P-400,Swing,464.4,400.1,48.0,580.5,515.4,498.6,10.0,6.8,Team B
RUN-00365,2025-02-15,South Plant,Line C,M-202,P-100,Day,419.7,391.3,42.0,599.5,534.9,514.6,12.8,7.5,Team A
RUN-00366,2025-02-15,South Plant,Line D,M-203,P-500,Swing,406.9,387.8,39.0,626.0,551.1,533.4,10.5,7.2,Team A
RUN-00367,2025-02-15,West Plant,Line E,M-301,P-300,Day,437.7,389.3,36.0,729.5,658.7,633.9,15.6,9.1,Team C
RUN-00368,2025-02-15,West Plant,Line E,M-302,P-100,Night,439.1,408.7,42.0,627.3,542.8,522.4,10.9,9.5,Team A
RUN-00369,2025-02-16,North Plant,Line A,M-101,P-300,Night,341.0,296.7,36.0,568.4,474.4,454.5,11.4,8.5,Team D
RUN-00370,2025-02-16,North Plant,Line A,M-102,P-400,Day,446.6,403.4,48.0,558.2,525.4,508.0,10.3,7.0,Team C
RUN-00371,2025-02-16,North Plant,Line B,M-103,P-500,Swing,450.8,407.2,39.0,693.5,593.1,571.1,13.9,8.1,Team D
RUN-00372,2025-02-16,South Plant,Line C,M-201,P-200,Night,454.4,435.4,55.0,495.7,440.6,424.5,8.5,7.6,Team B
RUN-00373,2025-02-16,South Plant,Line C,M-202,P-400,Night,422.3,382.5,48.0,527.9,441.2,422.7,10.6,7.9,Team D
RUN-00374,2025-02-16,South Plant,Line D,M-203,P-200,Swing,428.8,398.7,55.0,467.8,416.1,402.8,7.9,5.4,Team C
RUN-00375,2025-02-16,West Plant,Line E,M-301,P-300,Day,420.4,396.1,36.0,700.7,621.1,597.7,14.7,8.6,Team B
RUN-00376,2025-02-16,West Plant,Line E,M-302,P-100,Swing,421.3,355.0,42.0,601.9,532.8,514.9,10.7,7.2,Team A
RUN-00377,2025-02-17,North Plant,Line A,M-101,P-100,Day,429.3,363.9,42.0,613.2,543.6,522.9,13.0,7.6,Team A
RUN-00378,2025-02-17,North Plant,Line A,M-102,P-600,Day,413.3,354.8,51.0,486.2,455.0,439.9,9.0,6.1,Team C
RUN-00379,2025-02-17,North Plant,Line B,M-103,P-200,Swing,376.6,352.6,55.0,410.9,349.5,336.5,8.2,4.8,Team B
RUN-00380,2025-02-17,South Plant,Line C,M-201,P-100,Night,411.6,372.9,42.0,588.1,521.0,501.9,10.1,9.0,Team A
RUN-00381,2025-02-17,South Plant,Line C,M-202,P-600,Day,397.5,362.5,51.0,467.7,422.2,406.2,10.1,5.9,Team A
RUN-00382,2025-02-17,South Plant,Line D,M-203,P-600,Night,449.2,396.7,51.0,528.5,461.8,445.2,8.8,7.9,Team B
RUN-00383,2025-02-17,West Plant,Line E,M-301,P-500,Day,476.9,401.6,39.0,733.7,664.3,639.4,15.7,9.2,Team A
RUN-00384,2025-02-17,West Plant,Line E,M-302,P-400,Swing,377.5,353.8,48.0,471.8,421.5,407.3,8.4,5.7,Team C
RUN-00385,2025-02-18,North Plant,Line A,M-101,P-100,Swing,388.7,337.9,42.0,555.2,479.3,461.1,11.5,6.7,Team A
RUN-00386,2025-02-18,North Plant,Line A,M-102,P-600,Day,358.0,308.3,51.0,421.1,387.2,374.4,7.6,5.2,Team A
RUN-00387,2025-02-18,North Plant,Line B,M-103,P-400,Night,462.9,389.8,48.0,578.6,499.2,478.8,11.7,8.8,Team D
RUN-00388,2025-02-18,South Plant,Line C,M-201,P-400,Night,421.3,402.9,48.0,526.6,463.9,446.9,9.0,8.0,Team D
RUN-00389,2025-02-18,South Plant,Line C,M-202,P-200,Night,440.4,414.8,55.0,480.4,397.6,380.9,9.5,7.2,Team D
RUN-00390,2025-02-18,South Plant,Line D,M-203,P-600,Swing,395.4,339.4,51.0,465.1,416.5,403.2,7.9,5.4,Team C
RUN-00391,2025-02-18,West Plant,Line E,M-301,P-500,Swing,461.1,413.4,39.0,709.3,620.5,597.2,14.7,8.6,Team A
RUN-00392,2025-02-18,West Plant,Line E,M-302,P-400,Swing,396.7,350.8,48.0,495.8,442.1,427.3,8.9,6.0,Team B
RUN-00393,2025-02-19,North Plant,Line A,M-101,P-300,Day,403.9,374.8,36.0,673.1,613.1,589.8,14.7,8.6,Team A
